email,lead_id,lead_captured_date,lead_type,contact_type,business_type
bianca.santos@email.com.br,00Q4P000010MSNEUA4,2020-02-03 7:55:07,Direto,Comprador,Cliente Direto
vinicius.gomes@email.com.br,00Q4P000010MSrqUAG,2020-02-03 12:39:40,Direto,Comprador,Cliente Direto
larissa.castro@email.com.br,00Q4P000010MTAsUAO,2020-02-03 14:35:17,Indireto,Corretor,Corretor Autônomo
julia.gomes@email.com.br,00Q4P000010MTYTUA4,2020-02-03 17:16:04,Direto,Comprador,Cliente Direto
luis.pereira@email.com.br,00Q4P000010MV5CUAW,2020-02-04 14:57:33,Direto,Comprador,Cliente Direto
mariana.goncalves@email.com.br,00Q4P000010MXmYUAW,2020-02-06 12:25:01,Direto,Comprador,Cliente Direto
gabriel.fernandes@email.com.br,00Q4P000010MZqbUAG,2020-02-07 11:09:53,Direto,Comprador,Cliente Direto
livia.cunha@email.com.br,00Q4P000010Ma6FUAS,2020-02-07 13:42:27,Direto,Comprador,Cliente Direto
julia.goncalves@email.com.br,00Q4P000010MbUyUAK,2020-02-07 23:01:15,Direto,Comprador,Cliente Direto
yasmin.rocha@email.com.br,00Q4P000010MfaJUAS,2020-02-11 12:30:33,Direto,Comprador,Cliente Direto
marcos.ribeiro@email.com.br,00Q4P000010MhyLUAS,2020-02-12 16:29:57,Direto,Comprador,Cliente Direto
evelyn.cardoso@email.com.br,00Q4P000010MkouUAC,2020-02-13 15:00:47,Direto,Comprador,Cliente Direto
thaís.barbosa@email.com.br,00Q4P000010MmbCUAS,2020-02-14 13:29:53,Direto,Comprador,Cliente Direto
manuela.cunha@email.com.br,00Q4P000010MoWWUA0,2020-02-15 11:54:25,Direto,Comprador,Cliente Direto
carolina.carvalho@email.com.br,00Q4P000010Mom0UAC,2020-02-15 19:46:51,Direto,Comprador,Cliente Direto
alice.silva@email.com.br,00Q4P000010MpFHUA0,2020-02-16 17:46:38,Direto,Comprador,Cliente Direto
emilly.souza@email.com.br,00Q4P000010MpfyUAC,2020-02-17 9:24:03,Direto,Comprador,Cliente Direto
breno.rocha@email.com.br,00Q4P000010MpzjUAC,2020-02-17 12:37:55,Direto,Comprador,Cliente Direto
leila.pereira@email.com.br,00Q4P000010MriiUAC,2020-02-17 17:00:12,Direto,Comprador,Cliente Direto
sophia.goncalves@email.com.br,00Q4P000010MsliUAC,2020-02-18 11:16:47,Indireto,Corretor,Imobiliária Pequena
clara.alves@email.com.br,00Q4P000010MtyjUAC,2020-02-18 20:45:47,Direto,Comprador,Cliente Direto
douglas.lima@email.com.br,00Q4P000010MuKuUAK,2020-02-19 7:15:50,Direto,Comprador,Cliente Direto
estevan.barros@email.com.br,00Q4P000010MuQEUA0,2020-02-19 9:16:31,Indireto,Corretor,Imobiliária Pequena
rafaela.barbosa@email.com.br,00Q4P000010MwsJUAS,2020-02-20 11:50:08,Direto,Comprador,Cliente Direto
danilo.barbosa@email.com.br,00Q4P000010N121UAC,2020-02-21 17:39:41,Indireto,Corretor,Corretor Autônomo
sophia.cavalcanti@email.com.br,00Q4P000010N1mOUAS,2020-02-22 12:58:47,Direto,Comprador,Cliente Direto
yasmin.santos@email.com.br,00Q4P000010NJToUAO,2020-03-02 21:59:37,Direto,Comprador,Cliente Direto
bruna.azevedo@email.com.br,00Q4P000010NJemUAG,2020-03-02 23:48:49,Direto,Comprador,Cliente Direto
bruna.rodrigues@email.com.br,00Q4P000010NJukUAG,2020-03-03 9:26:48,Direto,Comprador,Cliente Direto
raissa.sousa@email.com.br,00Q4P000010NLCsUAO,2020-03-03 18:41:42,Direto,Comprador,Cliente Direto
caio.araujo@email.com.br,00Q4P000010NMSkUAO,2020-03-04 10:42:53,Direto,Comprador,Cliente Direto
beatrice.dias@email.com.br,00Q4P000010NPIyUAO,2020-03-05 16:27:38,Indireto,Corretor,Corretor Autônomo
júlia.pereira@email.com.br,00Q4P000010NPykUAG,2020-03-06 0:21:13,Direto,Comprador,Cliente Direto
enzo.rocha@email.com.br,00Q4P000010NQ5qUAG,2020-03-06 8:09:51,Direto,Comprador,Cliente Direto
julia.santos@email.com.br,00Q4P000010NRtRUAW,2020-03-06 19:39:20,Direto,Comprador,Cliente Direto
nicole.pereira@email.com.br,00Q4P000010NT7tUAG,2020-03-08 13:51:31,Direto,Comprador,Cliente Direto
julia.pereira@email.com.br,00Q4P000010NTGlUAO,2020-03-08 18:15:50,Direto,Comprador,Cliente Direto
thaís.cavalcanti@email.com.br,00Q4P000010NZNzUAO,2020-03-10 20:50:15,Indireto,Corretor,Corretor Autônomo
yasmin.pinto@email.com.br,00Q4P000010NaiGUAS,2020-03-11 17:44:57,Indireto,Corretor,Corretor Autônomo
sarah.goncalves@email.com.br,00Q4P000010NbEaUAK,2020-03-12 0:34:22,Direto,Comprador,Cliente Direto
marisa.castro@email.com.br,00Q4P000010NciHUAS,2020-03-12 21:51:47,Direto,Comprador,Cliente Direto
emily.almeida@email.com.br,00Q4P000010NfGWUA0,2020-03-14 17:14:13,Direto,Comprador,Cliente Direto
leila.fernandes@email.com.br,00Q4P000010NkeFUAS,2020-03-17 19:41:59,Direto,Comprador,Cliente Direto
thiago.santos@email.com.br,00Q4P000010O1QCUA0,2020-03-26 1:39:40,Direto,Comprador,Cliente Direto
maria.barbosa@email.com.br,00Q4P000010O2uNUAS,2020-03-27 10:32:56,Direto,Comprador,Cliente Direto
tiago.martins@email.com.br,00Q4P000010O5kRUAS,2020-03-29 11:45:55,Direto,Comprador,Cliente Direto
luiza.barros@email.com.br,00Q4P000010O5m8UAC,2020-03-29 12:36:04,Direto,Comprador,Cliente Direto
tânia.oliveira@email.com.br,00Q4P000010O6rWUAS,2020-03-30 15:21:07,Indireto,Corretor,Corretor Autônomo
luan.ferreira@email.com.br,00Q4P000010O9UpUAK,2020-03-31 21:05:38,Direto,Comprador,Cliente Direto
julia.cunha@email.com.br,00Q4P000010OARDUA4,2020-04-01 14:50:05,Direto,Comprador,Cliente Direto
miguel.rodrigues@email.com.br,00Q4P000010OBLZUA4,2020-04-02 11:32:13,Direto,Comprador,Cliente Direto
fábio.ribeiro@email.com.br,00Q4P000010OCQiUAO,2020-04-03 9:47:11,Direto,Comprador,Cliente Direto
martim.barros@email.com.br,00Q4P000010OFqdUAG,2020-04-03 21:50:33,Direto,Comprador,Cliente Direto
mariana.rocha@email.com.br,00Q4P000010OGU0UAO,2020-04-04 0:39:21,Direto,Comprador,Cliente Direto
carolina.martins@email.com.br,00Q4P000010OQCrUAO,2020-04-06 10:17:10,Direto,Comprador,Cliente Direto
beatrice.pereira@email.com.br,00Q4P000010ORVpUAO,2020-04-06 20:15:04,Direto,Comprador,Cliente Direto
gabriela.pinto@email.com.br,00Q4P000010ORYKUA4,2020-04-06 20:17:04,Direto,Comprador,Cliente Direto
ana.ferreira@email.com.br,00Q4P000010Ojh9UAC,2020-04-15 16:58:49,Direto,Comprador,Cliente Direto
marisa.castro@email.com.br,00Q4P000010Oy0gUAC,2020-04-21 19:44:26,Direto,Comprador,Cliente Direto
giovanna.melo@email.com.br,00Q4P000010OyItUAK,2020-04-21 22:27:40,Direto,Comprador,Cliente Direto
joão.azevedo@email.com.br,00Q4P000010OygDUAS,2020-04-22 9:01:13,Direto,Comprador,Cliente Direto
yasmin.lima@email.com.br,00Q4P000010OypTUAS,2020-04-22 10:20:35,Direto,Comprador,Cliente Direto
rodrigo.melo@email.com.br,00Q4P000010P1hPUAS,2020-04-23 0:55:53,Direto,Comprador,Cliente Direto
marina.sousa@email.com.br,00Q4P000010PE9lUAG,2020-04-28 3:10:58,Direto,Comprador,Cliente Direto
raissa.melo@email.com.br,10113,2019-09-24 16:11:15,Direto,Comprador,Permuta Direto
murilo.goncalves@email.com.br,10144,2019-09-24 21:12:30,Indireto,Corretor,Corretor Autônomo
rodrigo.rocha@email.com.br,1015,2019-01-03 19:49:26,Direto,Comprador,Cliente Direto
igor.gomes@email.com.br,10446,2019-09-27 11:11:12,Direto,Comprador,Cliente Direto
sofia.sousa@email.com.br,10875,2019-10-02 15:24:59,Direto,Comprador,Cliente Direto
ana.dias@email.com.br,11359,2019-10-08 16:00:39,Direto,Comprador,Permuta Direto
carla.pinto@email.com.br,11768,2019-10-11 15:29:20,Direto,Comprador,Cliente Direto
carolina.sousa@email.com.br,12165,2019-10-15 16:13:05,Direto,Comprador,Cliente Direto
melissa.barros@email.com.br,12980,2019-10-23 19:27:15,Direto,Comprador,Cliente Direto
tânia.correia@email.com.br,13289,2019-10-28 16:16:07,Direto,Comprador,Cliente Direto
anna.araujo@email.com.br,14143,2019-11-03 11:37:05,Direto,Comprador,Cliente Direto
luana.cavalcanti@email.com.br,14326,2019-11-04 19:57:58,Direto,Comprador,Cliente Direto
cauã.dias@email.com.br,14762,2019-11-08 11:19:56,Direto,Comprador,Cliente Direto
gustavo.cardoso@email.com.br,1484,2019-02-22 23:13:26,Direto,Comprador,Cliente Direto
laura.gomes@email.com.br,1555,2019-03-01 11:00:25,Direto,Comprador,Cliente Direto
vitoria.pinto@email.com.br,15760,2019-11-15 21:11:25,Direto,Comprador,Cliente Direto
bruno.cardoso@email.com.br,15897,2019-11-17 13:00:42,Direto,Comprador,Cliente Direto
nicolas.lima@email.com.br,16742,2019-11-22 8:29:09,Direto,Comprador,Cliente Direto
melissa.melo@email.com.br,16911,2019-11-23 11:29:20,Direto,Comprador,Cliente Direto
sophia.lima@email.com.br,17015,2019-11-24 8:55:31,Direto,Comprador,Cliente Direto
thaís.cunha@email.com.br,17152,2019-11-25 16:21:15,Direto,Comprador,Cliente Direto
bruno.cardoso@email.com.br,17469,2019-11-27 4:23:53,Direto,Comprador,Cliente Direto
carla.cardoso@email.com.br,1754,2019-03-27 9:57:05,Direto,Comprador,Cliente Direto
anna.barbosa@email.com.br,1774,2019-03-28 14:19:46,Direto,Comprador,Cliente Direto
lucas.castro@email.com.br,17785,2019-11-28 13:00:36,Direto,Comprador,Cliente Direto
livia.silva@email.com.br,18427,2019-12-03 12:04:19,Direto,Comprador,Cliente Direto
nicolash.cardoso@email.com.br,18579,2019-12-04 9:51:20,Direto,Comprador,Cliente Direto
leonardo.carvalho@email.com.br,18666,2019-12-04 19:49:00,Direto,Comprador,Cliente Direto
alice.souza@email.com.br,19864,2019-12-10 19:35:20,Direto,Comprador,Cliente Direto
eduarda.pereira@email.com.br,19927,2019-12-10 22:29:47,Direto,Comprador,Cliente Direto
breno.ferreira@email.com.br,20263,2019-12-11 23:10:23,Direto,Comprador,Cliente Direto
victor.oliveira@email.com.br,20378,2019-12-12 11:10:52,Direto,Comprador,Cliente Direto
enzo.rodrigues@email.com.br,20771,2019-12-13 15:44:45,Direto,Comprador,Cliente Direto
livia.gomes@email.com.br,20887,2019-12-14 12:57:24,Indireto,Corretor,Imobiliária Pequena
miguel.almeida@email.com.br,21070,2019-12-15 22:47:43,Direto,Comprador,Cliente Direto
kauan.lima@email.com.br,21463,2019-12-17 13:30:33,Indireto,Corretor,Corretor Autônomo
vitória.barros@email.com.br,3695,2019-05-17 11:01:25,Direto,Comprador,Cliente Direto
emilly.barbosa@email.com.br,4034,2019-05-26 11:34:12,Direto,Comprador,Cliente Direto
amanda.fernandes@email.com.br,538,2018-11-21 17:44:27,Indireto,Corretor,Imobiliária Grande
arthur.cardoso@email.com.br,5424,2019-06-24 19:28:15,Direto,Comprador,Cliente Direto
livia.pinto@email.com.br,5534,2019-06-27 0:45:04,Direto,Comprador,Cliente Direto
beatrice.martins@email.com.br,5822,2019-07-04 14:44:51,Direto,Comprador,Cliente Direto
marina.azevedo@email.com.br,6135,2019-07-10 14:29:52,Direto,Comprador,Cliente Direto
renan.almeida@email.com.br,6499,2019-07-16 12:40:12,Direto,Comprador,Permuta Direto
larissa.barbosa@email.com.br,6818,2019-07-22 8:45:05,Direto,Comprador,Cliente Direto
vitor.rocha@email.com.br,6960,2019-07-23 11:25:49,Direto,Comprador,Permuta Direto
júlio.cunha@email.com.br,7001,2019-07-24 11:20:19,Indireto,Corretor,Permuta Imobiliária
fábio.carvalho@email.com.br,7118,2019-07-26 23:09:19,Direto,Comprador,Cliente Direto
yasmin.lima@email.com.br,7551,2019-08-09 14:25:44,Indireto,Corretor,Permuta Imobiliária
isabelle.rodrigues@email.com.br,7809,2019-08-16 20:16:14,Direto,Comprador,Permuta Direto
vitor.silva@email.com.br,803,2018-12-14 15:04:06,Indireto,Corretor,Imobiliária Pequena
martim.pinto@email.com.br,8863,2019-09-05 18:01:11,Direto,Comprador,Cliente Direto
sophia.santos@email.com.br,9004,2019-09-09 11:00:19,Indireto,Corretor,Corretor Autônomo
bianca.gomes@email.com.br,945,2018-12-26 14:10:05,Direto,Comprador,Cliente Direto
gabrielly.rocha@email.com.br,9467,2019-09-16 14:46:08,Indireto,Corretor,Permuta Imobiliária
kaua.alves@email.com.br,9506,2019-09-16 21:54:50,Direto,Comprador,Cliente Direto
rebeca.martins@email.com.br,9846,2019-09-20 9:47:54,Indireto,Corretor,Imobiliária Pequena
daniel.azevedo@email.com.br,00Q4P00000wkpm4UAA,2019-12-17 11:51:44,Direto,Comprador,Cliente Direto
camila.sousa@email.com.br,00Q4P00000wkqn8UAA,2019-12-17 18:12:00,Direto,Comprador,Cliente Direto
sophia.rodrigues@email.com.br,00Q4P00000wkr1KUAQ,2019-12-18 2:06:58,Direto,Comprador,Cliente Direto
carolina.oliveira@email.com.br,00Q4P00000wkssJUAQ,2019-12-19 12:36:05,Direto,Comprador,Cliente Direto
isabella.alves@email.com.br,00Q4P00000wkvHfUAI,2019-12-20 22:43:40,Direto,Comprador,Cliente Direto
lucas.dias@email.com.br,00Q4P00000wkw56UAA,2019-12-23 15:50:36,Indireto,Corretor,Imobiliária Pequena
marisa.gomes@email.com.br,00Q4P00000wl22pUAA,2020-01-03 15:17:35,Direto,Comprador,Cliente Direto
júlio.souza@email.com.br,00Q4P00000wl2vUUAQ,2020-01-04 20:05:59,Direto,Comprador,Cliente Direto
vinícius.almeida@email.com.br,00Q4P00000wl3S9UAI,2020-01-06 9:33:34,Direto,Comprador,Cliente Direto
gabrielly.almeida@email.com.br,00Q4P00000wl3w7UAA,2020-01-06 13:02:46,Direto,Comprador,Cliente Direto
enzo.pinto@email.com.br,00Q4P00000wl4AJUAY,2020-01-06 14:45:47,Direto,Comprador,Cliente Direto
lucas.castro@email.com.br,00Q4P00000wl4NdUAI,2020-01-06 16:19:05,Direto,Comprador,Cliente Direto
guilherme.castro@email.com.br,00Q4P00000wl5YRUAY,2020-01-07 9:09:05,Direto,Comprador,Cliente Direto
paulo.ribeiro@email.com.br,00Q4P00000wl7o5UAA,2020-01-08 13:08:23,Direto,Comprador,Cliente Direto
eduardo.barbosa@email.com.br,00Q4P00000wlPBYUA2,2020-01-11 22:11:01,Direto,Comprador,Cliente Direto
erick.costa@email.com.br,00Q4P00000wlPqbUAE,2020-01-13 9:42:08,Direto,Comprador,Cliente Direto
emilly.castro@email.com.br,00Q4P00000wlQvUUAU,2020-01-13 17:49:31,Direto,Comprador,Cliente Direto
mateus.barros@email.com.br,00Q4P00000wlSOHUA2,2020-01-14 20:26:01,Direto,Comprador,Cliente Direto
diego.almeida@email.com.br,00Q4P00000wlUgFUAU,2020-01-15 21:47:14,Direto,Comprador,Cliente Direto
ryan.rocha@email.com.br,00Q4P00000wlZbYUAU,2020-01-18 9:08:49,Indireto,Corretor,Corretor Autônomo
laura.lima@email.com.br,00Q4P00000wlbdHUAQ,2020-01-19 12:46:52,Direto,Comprador,Cliente Direto
rebeca.souza@email.com.br,00Q4P00000wlbkmUAA,2020-01-19 15:57:32,Direto,Comprador,Cliente Direto
gabriela.rodrigues@email.com.br,00Q4P00000wlcQsUAI,2020-01-20 11:36:59,Direto,Comprador,Cliente Direto
davi.souza@email.com.br,00Q4P00000wlhD9UAI,2020-01-21 14:53:05,Indireto,Corretor,Outros
vinicius.dias@email.com.br,00Q4P00000wlunvUAA,2020-01-28 14:27:36,Direto,Comprador,Cliente Direto
gabrielle.azevedo@email.com.br,00Q4P00000wlvYhUAI,2020-01-28 18:33:44,Indireto,Corretor,Corretor Autônomo
brenda.melo@email.com.br,00Q4P000010MNlmUAG,2020-01-30 23:47:22,Direto,Comprador,Cliente Direto
miguel.melo@email.com.br,00Q4P000010MQOFUA4,2020-02-01 3:28:42,Direto,Comprador,Cliente Direto
bianca.ferreira@email.com.br,00Q4P000010MV1oUAG,2020-02-04 14:38:15,Direto,Comprador,Cliente Direto
rafaela.santos@email.com.br,00Q4P000010MVJKUA4,2020-02-04 16:29:49,Direto,Comprador,Cliente Direto
breno.barros@email.com.br,00Q4P000010MVkVUAW,2020-02-04 21:13:35,Direto,Comprador,Cliente Direto
mariana.oliveira@email.com.br,00Q4P000010MWSrUAO,2020-02-05 13:26:28,Direto,Comprador,Cliente Direto
kai.fernandes@email.com.br,00Q4P000010MX9RUAW,2020-02-05 21:06:35,Direto,Comprador,Cliente Direto
carolina.goncalves@email.com.br,00Q4P000010MXfwUAG,2020-02-06 11:30:25,Direto,Comprador,Cliente Direto
emily.rocha@email.com.br,00Q4P000010MY6IUAW,2020-02-06 13:30:44,Direto,Comprador,Cliente Direto
bruna.araujo@email.com.br,00Q4P000010MYyPUAW,2020-02-06 16:47:22,Indireto,Corretor,Corretor Autônomo
amanda.martins@email.com.br,00Q4P000010MZWHUA4,2020-02-07 0:27:28,Direto,Comprador,Cliente Direto
arthur.melo@email.com.br,00Q4P000010Ma9OUAS,2020-02-07 14:19:47,Direto,Comprador,Cliente Direto
marcos.costa@email.com.br,00Q4P000010MbkhUAC,2020-02-08 11:36:19,Direto,Comprador,Cliente Direto
sophia.ribeiro@email.com.br,00Q4P000010Mby5UAC,2020-02-08 15:39:36,Indireto,Corretor,Corretor Autônomo
marisa.pinto@email.com.br,00Q4P000010McETUA0,2020-02-08 19:14:36,Direto,Comprador,Cliente Direto
miguel.correia@email.com.br,00Q4P000010Mcg4UAC,2020-02-09 2:42:55,Direto,Comprador,Cliente Direto
breno.melo@email.com.br,00Q4P000010McxeUAC,2020-02-09 16:32:12,Direto,Comprador,Cliente Direto
tiago.ribeiro@email.com.br,00Q4P000010MfUVUA0,2020-02-11 11:42:02,Indireto,Corretor,Corretor Autônomo
bruno.pinto@email.com.br,00Q4P000010MfjaUAC,2020-02-11 13:58:39,Direto,Comprador,Cliente Direto
tânia.rocha@email.com.br,00Q4P000010Mh6fUAC,2020-02-12 8:33:30,Direto,Comprador,Cliente Direto
evelyn.sousa@email.com.br,00Q4P000010MoCCUA0,2020-02-14 22:50:31,Direto,Comprador,Cliente Direto
manuela.gomes@email.com.br,00Q4P000010MoOwUAK,2020-02-15 9:11:06,Direto,Comprador,Cliente Direto
leonardo.melo@email.com.br,00Q4P000010MoUBUA0,2020-02-15 11:10:15,Direto,Comprador,Cliente Direto
antônio.cardoso@email.com.br,00Q4P000010MouTUAS,2020-02-16 7:47:24,Direto,Comprador,Cliente Direto
kai.barros@email.com.br,00Q4P000010MpExUAK,2020-02-16 17:36:33,Direto,Comprador,Cliente Direto
ana.rocha@email.com.br,00Q4P000010MruFUAS,2020-02-17 18:32:56,Direto,Comprador,Cliente Direto
gabrielly.cardoso@email.com.br,00Q4P000010MtMMUA0,2020-02-18 15:05:56,Direto,Comprador,Cliente Direto
isabelle.cunha@email.com.br,00Q4P000010MwCNUA0,2020-02-19 20:15:12,Direto,Comprador,Cliente Direto
giovana.martins@email.com.br,00Q4P000010MwMNUA0,2020-02-19 22:17:37,Direto,Comprador,Cliente Direto
davi.pinto@email.com.br,00Q4P000010MwrpUAC,2020-02-20 11:47:17,Direto,Comprador,Cliente Direto
gustavo.sousa@email.com.br,00Q4P000010NDdgUAG,2020-02-28 10:14:17,Direto,Comprador,Cliente Direto
marina.ribeiro@email.com.br,00Q4P000010NEsDUAW,2020-02-28 22:50:37,Direto,Comprador,Cliente Direto
marisa.oliveira@email.com.br,00Q4P000010NFmQUAW,2020-03-01 18:28:16,Direto,Comprador,Cliente Direto
lavinia.cardoso@email.com.br,00Q4P000010NIayUAG,2020-03-02 16:57:04,Direto,Comprador,Cliente Direto
isabela.carvalho@email.com.br,00Q4P000010NIwpUAG,2020-03-02 18:08:25,Direto,Comprador,Cliente Direto
vitor.dias@email.com.br,00Q4P000010NJKXUA4,2020-03-02 20:43:48,Direto,Comprador,Cliente Direto
isabela.ribeiro@email.com.br,00Q4P000010NJorUAG,2020-03-03 8:00:14,Direto,Comprador,Cliente Direto
martim.sousa@email.com.br,00Q4P000010NKnfUAG,2020-03-03 15:28:40,Direto,Comprador,Cliente Direto
gabrielle.cavalcanti@email.com.br,00Q4P000010NNyxUAG,2020-03-04 21:13:15,Direto,Comprador,Cliente Direto
bruna.carvalho@email.com.br,00Q4P000010NRArUAO,2020-03-06 16:20:39,Indireto,Corretor,Corretor Autônomo
renan.correia@email.com.br,00Q4P000010NS6pUAG,2020-03-06 20:22:34,Direto,Comprador,Cliente Direto
gustavo.araujo@email.com.br,00Q4P000010NU7HUAW,2020-03-09 12:42:53,Direto,Comprador,Cliente Direto
carla.costa@email.com.br,00Q4P000010NUv2UAG,2020-03-09 16:41:51,Direto,Comprador,Cliente Direto
tiago.gomes@email.com.br,00Q4P000010NZmVUAW,2020-03-11 10:30:27,Direto,Comprador,Cliente Direto
aline.azevedo@email.com.br,00Q4P000010NcmxUAC,2020-03-12 23:32:17,Direto,Comprador,Cliente Direto
bruno.almeida@email.com.br,00Q4P000010NeHsUAK,2020-03-13 19:02:06,Direto,Comprador,Cliente Direto
nicolash.ferreira@email.com.br,00Q4P000010NfgZUAS,2020-03-15 11:29:09,Direto,Comprador,Cliente Direto
rebeca.fernandes@email.com.br,00Q4P000010NjFiUAK,2020-03-16 22:27:35,Direto,Comprador,Cliente Direto
gustavo.azevedo@email.com.br,00Q4P000010NkD4UAK,2020-03-17 15:16:36,Indireto,Corretor,Imobiliária Pequena
giovanna.araujo@email.com.br,00Q4P000010NkjjUAC,2020-03-17 21:50:00,Direto,Comprador,Cliente Direto
júlia.souza@email.com.br,00Q4P000010NlT3UAK,2020-03-18 9:01:02,Direto,Comprador,Cliente Direto
ágatha.barros@email.com.br,00Q4P000010NnxQUAS,2020-03-19 15:33:56,Direto,Comprador,Cliente Direto
manuela.ferreira@email.com.br,00Q4P000010NxHeUAK,2020-03-24 15:01:43,Direto,Comprador,Cliente Direto
sofia.ferreira@email.com.br,00Q4P000010O0fZUAS,2020-03-25 22:16:48,Direto,Comprador,Cliente Direto
rebeca.alves@email.com.br,00Q4P000010O1OaUAK,2020-03-26 0:35:45,Direto,Comprador,Cliente Direto
leonardo.pinto@email.com.br,00Q4P000010O583UAC,2020-03-28 11:09:54,Direto,Comprador,Cliente Direto
arthur.alves@email.com.br,00Q4P000010O58XUAS,2020-03-28 11:16:57,Direto,Comprador,Cliente Direto
melissa.sousa@email.com.br,00Q4P000010O6uGUAS,2020-03-30 15:56:13,Indireto,Corretor,Imobiliária Pequena
giovanna.castro@email.com.br,00Q4P000010O86nUAC,2020-03-30 18:30:38,Direto,Comprador,Cliente Direto
luiz.sousa@email.com.br,00Q4P000010O8LsUAK,2020-03-31 0:22:53,Direto,Comprador,Cliente Direto
diogo.carvalho@email.com.br,00Q4P000010O8tQUAS,2020-03-31 14:20:24,Direto,Comprador,Cliente Direto
enzo.castro@email.com.br,00Q4P000010OA3fUAG,2020-04-01 11:21:08,Direto,Comprador,Cliente Direto
isabela.carvalho@email.com.br,00Q4P000010OAF2UAO,2020-04-01 12:46:33,Direto,Comprador,Cliente Direto
nicolas.fernandes@email.com.br,00Q4P000010OAjlUAG,2020-04-01 17:13:08,Direto,Comprador,Cliente Direto
vitória.alves@email.com.br,00Q4P000010OAm6UAG,2020-04-01 17:43:09,Direto,Comprador,Cliente Direto
fábio.sousa@email.com.br,00Q4P000010OBWIUA4,2020-04-02 13:39:50,Direto,Comprador,Cliente Direto
kauê.costa@email.com.br,00Q4P000010OQHrUAO,2020-04-06 11:00:15,Direto,Comprador,Cliente Direto
sophia.ribeiro@email.com.br,00Q4P000010OQbhUAG,2020-04-06 14:08:34,Direto,Comprador,Cliente Direto
carla.costa@email.com.br,00Q4P000010ORXIUA4,2020-04-06 20:15:56,Direto,Comprador,Cliente Direto
luiz.fernandes@email.com.br,00Q4P000010OS2eUAG,2020-04-07 8:22:40,Direto,Comprador,Cliente Direto
giovana.barros@email.com.br,00Q4P000010OVCJUA4,2020-04-08 23:53:00,Direto,Comprador,Cliente Direto
amanda.dias@email.com.br,00Q4P000010OZOKUA4,2020-04-11 19:02:08,Direto,Comprador,Cliente Direto
sarah.carvalho@email.com.br,00Q4P000010ObSiUAK,2020-04-13 13:02:21,Direto,Comprador,Cliente Direto
martim.lima@email.com.br,00Q4P000010OdVhUAK,2020-04-13 17:06:17,Direto,Comprador,Cliente Direto
kaua.lima@email.com.br,00Q4P000010OegSUAS,2020-04-14 10:30:40,Direto,Comprador,Cliente Direto
brenda.alves@email.com.br,00Q4P000010Oh0KUAS,2020-04-15 5:54:40,Direto,Comprador,Cliente Direto
bianca.alves@email.com.br,00Q4P000010OlcQUAS,2020-04-16 12:11:25,Direto,Comprador,Cliente Direto
julia.melo@email.com.br,00Q4P000010OpIiUAK,2020-04-17 16:46:02,Direto,Comprador,Cliente Direto
tiago.fernandes@email.com.br,00Q4P000010OrCNUA0,2020-04-18 19:57:15,Direto,Comprador,Cliente Direto
igor.santos@email.com.br,00Q4P000010OwopUAC,2020-04-21 12:38:03,Direto,Comprador,Cliente Direto
letícia.rodrigues@email.com.br,00Q4P000010P5YsUAK,2020-04-24 9:22:21,Direto,Comprador,Cliente Direto
leila.martins@email.com.br,00Q4P000010PBLlUAO,2020-04-27 10:15:48,Direto,Comprador,Cliente Direto
gabrielle.barros@email.com.br,00Q4P000010PEzMUAW,2020-04-28 11:25:02,Direto,Comprador,Cliente Direto
evelyn.oliveira@email.com.br,10110,2019-09-24 15:45:20,Indireto,Corretor,Corretor Autônomo
thaís.cunha@email.com.br,10831,2019-10-02 10:38:40,Indireto,Corretor,MGM
gustavo.castro@email.com.br,11177,2019-10-07 9:21:11,Indireto,Corretor,Imobiliária Grande
gabrielle.melo@email.com.br,11711,2019-10-11 11:53:43,Indireto,Corretor,Imobiliária Pequena
camila.carvalho@email.com.br,11878,2019-10-13 21:26:22,Direto,Comprador,Cliente Direto
tomás.barbosa@email.com.br,11902,2019-10-14 9:12:22,Indireto,Corretor,Corretor Autônomo
kaua.pinto@email.com.br,12067,2019-10-14 22:38:00,Direto,Comprador,Cliente Direto
eduarda.ferreira@email.com.br,12608,2019-10-21 19:02:03,Indireto,Corretor,Imobiliária Pequena
nicolas.barbosa@email.com.br,12710,2019-10-22 7:46:17,Direto,Comprador,Cliente Direto
letícia.pereira@email.com.br,12816,2019-10-22 18:55:24,Indireto,Corretor,Imobiliária Grande
melissa.fernandes@email.com.br,12957,2019-10-23 17:08:55,Direto,Comprador,Cliente Direto
nicolas.rocha@email.com.br,13025,2019-10-24 11:29:19,Direto,Comprador,Cliente Direto
yasmin.santos@email.com.br,13027,2019-10-24 11:42:23,Direto,Comprador,Cliente Direto
bianca.gomes@email.com.br,13122,2019-10-25 9:19:35,Indireto,Corretor,Imobiliária Pequena
carla.cavalcanti@email.com.br,13805,2019-10-31 11:35:02,Direto,Comprador,Cliente Direto
matilde.souza@email.com.br,14313,2019-11-04 18:09:38,Direto,Comprador,Cliente Direto
nicolash.fernandes@email.com.br,14340,2019-11-04 22:34:09,Direto,Comprador,Permuta Direto
carolina.pinto@email.com.br,14392,2019-11-05 13:04:23,Direto,Comprador,Cliente Direto
victor.dias@email.com.br,14439,2019-11-05 20:17:47,Direto,Comprador,Cliente Direto
camila.carvalho@email.com.br,14649,2019-11-07 10:17:28,Direto,Comprador,Permuta Direto
